title,volume,authors,year,pages,link,code
Trust-Region Variational Inference with Gaussian Mixture Models,Volume 21,"['Oleg Arenz', 'Mingjun Zhong', 'Gerhard Neumann']",2020,60,https://www.jmlr.org/papers/volume21/19-524/19-524.pdf,https://github.com/OlegArenz/VIPS
Cramer-Wold Auto-Encoder,Volume 21,"['Szymon Knop', 'PrzemysÅ\x82aw Spurek', 'Jacek Tabor', 'Igor Podolak', 'Marcin Mazur', 'StanisÅ\x82aw JastrzÄ\x99bski']",2020,28,https://www.jmlr.org/papers/volume21/19-560/19-560.pdf,https://github.com/gmum/cwae
Complete Dictionary Learning via L4-Norm Maximization over the Orthogonal Group,Volume 21,"['Yuexiang Zhai', 'Zitong Yang', 'Zhenyu Liao', 'John Wright', 'Yi Ma']",2020,68,https://www.jmlr.org/papers/volume21/19-755/19-755.pdf,
High Dimensional Forecasting via Interpretable Vector Autoregression,Volume 21,"['William B. Nicholson', 'Ines Wilms', 'Jacob Bien', 'David S. Matteson']",2020,52,https://www.jmlr.org/papers/volume21/19-777/19-777.pdf,https://github.com/wbnicholson/HLAG
Double Reinforcement Learning for Efficient Off-Policy Evaluation in Markov Decision Processes,Volume 21,"['Nathan Kallus', 'Masatoshi Uehara']",2020,63,https://www.jmlr.org/papers/volume21/19-827/19-827.pdf,https://github.com/CausalML/DoubleReinforcementLearningMDP
Convex and Non-Convex Approaches for Statistical Inference with Class-Conditional Noisy Labels,Volume 21,"['Hyebin Song', 'Ran Dai', 'Garvesh Raskutti', 'Rina Foygel Barber']",2020,58,https://www.jmlr.org/papers/volume21/19-833/19-833.pdf,
The Optimal Ridge Penalty for Real-world High-dimensional Data Can Be Zero or Negative due to the Implicit Ridge Regularization,Volume 21,"['Dmitry Kobak', 'Jonathan Lomond', 'Benoit Sanchez']",2020,16,https://www.jmlr.org/papers/volume21/19-844/19-844.pdf,https://github.com/dkobak/high-dim-ridge
Rationally Inattentive Inverse Reinforcement Learning Explains YouTube Commenting Behavior,Volume 21,"['William Hoiles', 'Vikram Krishnamurthy', 'Kunal Pattanayak']",2020,39,https://www.jmlr.org/papers/volume21/19-872/19-872.pdf,
Randomization as Regularization:  A Degrees of Freedom Explanation for Random Forest Success,Volume 21,"['Lucas Mentch', 'Siyu Zhou']",2020,36,https://www.jmlr.org/papers/volume21/19-905/19-905.pdf,
Krylov Subspace Method for Nonlinear Dynamical Systems with Random Noise,Volume 21,"['Yuka Hashimoto', 'Isao Ishikawa', 'Masahiro Ikeda', 'Yoichi Matsuo', 'Yoshinobu Kawahara']",2020,29,https://www.jmlr.org/papers/volume21/19-993/19-993.pdf,
Doubly Distributed Supervised Learning and Inference with High-Dimensional Correlated Outcomes,Volume 21,"['Emily C. Hector', 'Peter X.-K. Song']",2020,35,https://www.jmlr.org/papers/volume21/19-996/19-996.pdf,
Adaptive Approximation and Generalization of Deep Neural Network with Intrinsic Dimensionality,Volume 21,"['Ryumei Nakada', 'Masaaki Imaizumi']",2020,38,https://www.jmlr.org/papers/volume21/20-002/20-002.pdf,
Wide Neural Networks with Bottlenecks are Deep Gaussian Processes,Volume 21,"['Devanshu Agrawal', 'Theodore Papamarkou', 'Jacob Hinkle']",2020,66,https://www.jmlr.org/papers/volume21/20-017/20-017.pdf,https://code.ornl.gov/d0a/bottleneck_nngp
Breaking the Curse of Nonregularity with Subagging --- Inference of the Mean Outcome under Optimal Treatment Regimes,Volume 21,"['Chengchun Shi', 'Wenbin Lu', 'Rui Song']",2020,67,https://www.jmlr.org/papers/volume21/20-066/20-066.pdf,
Optimal Estimation of Sparse Topic Models,Volume 21,"['Xin Bing', 'Florentina Bunea', 'Marten Wegkamp']",2020,45,https://www.jmlr.org/papers/volume21/20-079/20-079.pdf,
Monotonic Value Function Factorisation for Deep Multi-Agent Reinforcement Learning,Volume 21,"['Tabish Rashid', 'Mikayel Samvelyan', 'Christian Schroeder de Witt', 'Gregory Farquhar', 'Jakob Foerster', 'Shimon Whiteson']",2020,51,https://www.jmlr.org/papers/volume21/20-081/20-081.pdf,https://github.com/oxwhirl/pymarl
Variational Inference for Computational Imaging Inverse Problems,Volume 21,"['Francesco Tonolini', 'Jack Radford', 'Alex Turpin', 'Daniele Faccio', 'Roderick Murray-Smith']",2020,46,https://www.jmlr.org/papers/volume21/20-151/20-151.pdf,
Communication-Efficient Distributed Optimization in Networks with Gradient Tracking and Variance Reduction,Volume 21,"['Boyue Li', 'Shicong Cen', 'Yuxin Chen', 'Yuejie Chi']",2020,51,https://www.jmlr.org/papers/volume21/20-210/20-210.pdf,https://github.com/liboyue/Network-Distributed-Algorithm/tree/JMLR
Curriculum Learning for Reinforcement Learning Domains: A Framework and Survey,Volume 21,"['Sanmit Narvekar', 'Bei Peng', 'Matteo Leonetti', 'Jivko Sinapov', 'Matthew E. Taylor', 'Peter Stone']",2020,50,https://www.jmlr.org/papers/volume21/20-212/20-212.pdf,
Distributed High-dimensional  Regression Under a Quantile Loss Function,Volume 21,"['Xi Chen', 'Weidong Liu', 'Xiaojun Mao', 'Zhuoyi Yang']",2020,43,https://www.jmlr.org/papers/volume21/20-297/20-297.pdf,
Near-optimal Individualized Treatment Recommendations,Volume 21,"['Haomiao Meng', 'Ying-Qi Zhao', 'Haoda Fu', 'Xingye Qiao']",2020,28,https://www.jmlr.org/papers/volume21/20-334/20-334.pdf,
Topology of Deep Neural Networks,Volume 21,"['Gregory Naitzat', 'Andrey Zhitnikov', 'Lek-Heng Lim']",2020,40,https://www.jmlr.org/papers/volume21/20-345/20-345.pdf,https://github.com/topnn/topnn_framework
Scikit-network: Graph Analysis in Python,Volume 21,"['Thomas Bonald', 'Nathan de Lara', 'Quentin Lutz', 'Bertrand Charpentier']",2020,6,https://www.jmlr.org/papers/volume21/20-412/20-412.pdf,https://github.com/sknetwork-team/scikit-network
Consistency of Semi-Supervised Learning Algorithms on Graphs: Probit and One-Hot Methods,Volume 21,"['Franca Hoffmann', 'Bamdad Hosseini', 'Zhi Ren', 'Andrew M Stuart']",2020,55,https://www.jmlr.org/papers/volume21/15-900/15-900.pdf,
Kriging Prediction with Isotropic Matern Correlations: Robustness and Experimental Designs,Volume 21,"['Rui Tuo', 'Wenjia Wang']",2020,38,https://www.jmlr.org/papers/volume21/19-1045/19-1045.pdf,
Efficient Adjustment Sets for Population Average Causal Treatment Effect Estimation in Graphical Models,Volume 21,"['Andrea Rotnitzky', 'Ezequiel Smucler']",2020,86,https://www.jmlr.org/papers/volume21/19-1026/19-1026.pdf,
Beyond Trees: Classification with Sparse Pairwise Dependencies,Volume 21,"['Yaniv Tenzer', 'Amit Moscovich', 'Mary Frances Dorn', 'Boaz Nadler', 'Clifford Spiegelman']",2020,33,https://www.jmlr.org/papers/volume21/18-348/18-348.pdf,
A Unified q-Memorization  Framework for   Asynchronous Stochastic Optimization,Volume 21,"['Bin Gu', 'Wenhan Xian', 'Zhouyuan Huo', 'Cheng Deng', 'Heng Huang']",2020,53,https://www.jmlr.org/papers/volume21/18-434/18-434.pdf,
Adaptive Smoothing for Path Integral Control,Volume 21,"['Dominik Thalmeier', 'Hilbert J. Kappen', 'Simone Totaro', 'VicenÃ§ GÃ³mez']",2020,37,https://www.jmlr.org/papers/volume21/18-624/18-624.pdf,https://github.com/DoTha/CostFunctionSmooting
Semi-parametric Learning of Structured Temporal Point Processes,Volume 21,"['Ganggang Xu', 'Ming Wang', 'Jiangze Bian', 'Hui Huang', 'Timothy R. Burch', 'Sandro C. Andrade', 'Jingfei Zhang', 'Yongtao Guan']",2020,39,https://www.jmlr.org/papers/volume21/18-735/18-735.pdf,
Learning and Interpreting Multi-Multi-Instance Learning Networks,Volume 21,"['Alessandro Tibo', 'Manfred Jaeger', 'Paolo Frasconi']",2020,60,https://www.jmlr.org/papers/volume21/18-811/18-811.pdf,
Contextual Explanation Networks,Volume 21,"['Maruan Al-Shedivat', 'Avinava Dubey', 'Eric Xing']",2020,44,https://www.jmlr.org/papers/volume21/18-856/18-856.pdf,https://github.com/alshedivat/cen
Conic Optimization for Quadratic Regression Under Sparse Noise,Volume 21,"['Igor Molybog', 'Ramtin Madani', 'Javad Lavaei']",2020,36,https://www.jmlr.org/papers/volume21/18-881/18-881.pdf,https://github.com/igormolybog/Conic-Optimization-for-Quadratic-Regression-Under-Sparse-Noise
Successor Features Combine Elements of Model-Free and Model-based Reinforcement Learning,Volume 21,"['Lucas Lehnert', 'Michael L. Littman']",2020,53,https://www.jmlr.org/papers/volume21/19-060/19-060.pdf,
A determinantal point process for column subset selection,Volume 21,"['Ayoub Belhadji', 'RÃ©mi Bardenet', 'Pierre Chainais']",2020,62,https://www.jmlr.org/papers/volume21/19-080/19-080.pdf,
Reinforcement Learning in Continuous Time and Space: A Stochastic Control Approach,Volume 21,"['Haoran Wang', 'Thaleia Zariphopoulou', 'Xun Yu Zhou']",2020,34,https://www.jmlr.org/papers/volume21/19-144/19-144.pdf,
Asymptotic Analysis via Stochastic Differential Equations of Gradient Descent Algorithms in Statistical and Computational Paradigms,Volume 21,"['Yazhen Wang', 'Shang Wu']",2020,103,https://www.jmlr.org/papers/volume21/19-245/19-245.pdf,
Empirical Risk Minimization in the Non-interactive Local Model of Differential Privacy,Volume 21,"['Di Wang', 'Marco Gaboardi', 'Adam Smith', 'Jinhui Xu']",2020,39,https://www.jmlr.org/papers/volume21/19-253/19-253.pdf,
Continuous-Time Birth-Death MCMC for Bayesian Regression Tree Models,Volume 21,"['Reza Mohammadi', 'Matthew Pratola', 'Maurits Kaptein']",2020,26,https://www.jmlr.org/papers/volume21/19-307/19-307.pdf,
A Numerical Measure of the Instability of Mapper-Type Algorithms,Volume 21,"['Francisco Belchi', 'Jacek Brodzki', 'Matthew Burfitt', 'Mahesan Niranjan']",2020,45,https://www.jmlr.org/papers/volume21/19-540/19-540.pdf,https://github.com/Quiff789/Mapper-instability
Dynamic Control of Stochastic Evolution: A Deep Reinforcement Learning Approach to Adaptively Targeting Emergent Drug Resistance,Volume 21,['Dalit Engelhardt'],2020,30,https://www.jmlr.org/papers/volume21/19-546/19-546.pdf,
Two-Stage Approach to Multivariate Linear Regression with Sparsely Mismatched Data,Volume 21,"['Martin Slawski', 'Emanuel Ben-David', 'Ping Li']",2020,42,https://www.jmlr.org/papers/volume21/19-645/19-645.pdf,
Sobolev Norm Learning Rates for Regularized Least-Squares Algorithms,Volume 21,"['Simon Fischer', 'Ingo Steinwart']",2020,38,https://www.jmlr.org/papers/volume21/19-734/19-734.pdf,
"On Convergence of Distributed Approximate Newton Methods: Globalization, Sharper Bounds and Beyond",Volume 21,"['Xiao-Tong Yuan', 'Ping Li']",2020,51,https://www.jmlr.org/papers/volume21/19-764/19-764.pdf,
Functional Martingale Residual Process for High-Dimensional Cox Regression with Model Averaging,Volume 21,"['Baihua He', 'Yanyan Liu', 'Yuanshan Wu', 'Guosheng Yin', 'Xingqiu Zhao']",2020,37,https://www.jmlr.org/papers/volume21/19-829/19-829.pdf,
Learning Data-adaptive Non-parametric Kernels,Volume 21,"['Fanghui Liu', 'Xiaolin Huang', 'Chen Gong', 'Jie Yang', 'Li Li']",2020,39,https://www.jmlr.org/papers/volume21/19-900/19-900.pdf,
A Sober Look at the Unsupervised Learning of Disentangled Representations and their Evaluation,Volume 21,"['Francesco Locatello', 'Stefan Bauer', 'Mario Lucic', 'Gunnar Raetsch', 'Sylvain Gelly', 'Bernhard SchÃ¶lkopf', 'Olivier Bachem']",2020,62,https://www.jmlr.org/papers/volume21/19-976/19-976.pdf,https://github.com/google-research/disentanglement_lib
ProtoAttend: Attention-Based Prototypical Learning,Volume 21,"['Sercan O. Arik', 'Tomas Pfister']",2020,35,https://www.jmlr.org/papers/volume21/20-042/20-042.pdf,
Random Smoothing Might be Unable to Certify $\ell_\infty$ Robustness for High-Dimensional Images,Volume 21,"['Avrim Blum', 'Travis Dick', 'Naren Manoj', 'Hongyang Zhang']",2020,21,https://www.jmlr.org/papers/volume21/20-209/20-209.pdf,https://github.com/hongyanz/TRADES-smoothing
scikit-survival: A Library for Time-to-Event Analysis Built on Top of scikit-learn,Volume 21,['Sebastian PÃ¶lsterl'],2020,6,https://www.jmlr.org/papers/volume21/20-729/20-729.pdf,https://github.com/sebp/scikit-survival
Multiclass Anomaly Detector: the CS++ Support Vector Machine,Volume 21,"['Alistair Shilton', 'Sutharshan Rajasegarar', 'Marimuthu Palaniswami']",2020,39,https://www.jmlr.org/papers/volume21/16-122/16-122.pdf,
Provable Convex Co-clustering of Tensors,Volume 21,"['Eric C. Chi', 'Brian J. Gaines', 'Will Wei Sun', 'Hua Zhou', 'Jian Yang']",2020,58,https://www.jmlr.org/papers/volume21/18-155/18-155.pdf,
Mining Topological Structure in Graphs through Forest Representations,Volume 21,"['Robin Vandaele', 'Yvan Saeys', 'Tijl De Bie']",2020,68,https://www.jmlr.org/papers/volume21/19-1032/19-1032.pdf,
Dynamic Assortment Optimization with Changing Contextual Information,Volume 21,"['Xi Chen', 'Yining Wang', 'Yuan Zhou']",2020,44,https://www.jmlr.org/papers/volume21/19-1054/19-1054.pdf,
On the Theoretical Guarantees for Parameter Estimation of Gaussian Random Field Models: A Sparse Precision Matrix Approach,Volume 21,"['Sam Davanloo Tajbakhsh', 'Necdet Serhat Aybat', 'Enrique Del Castillo']",2020,41,https://www.jmlr.org/papers/volume21/14-241/14-241.pdf,https://github.com/samdavanloo/SPS
Spectral bandits,Volume 21,"['TomÃ¡Å¡ KocÃ¡k', 'RÃ©mi Munos', 'Branislav Kveton', 'Shipra Agrawal', 'Michal Valko']",2020,44,https://www.jmlr.org/papers/volume21/16-529/16-529.pdf,
AdaGrad stepsizes: Sharp convergence over nonconvex landscapes,Volume 21,"['Rachel Ward', 'Xiaoxia Wu', 'Leon Bottou']",2020,30,https://www.jmlr.org/papers/volume21/18-352/18-352.pdf,
Diffeomorphic Learning,Volume 21,['Laurent Younes'],2020,28,https://www.jmlr.org/papers/volume21/18-415/18-415.pdf,
Learning Sums of Independent Random Variables with Sparse Collective Support,Volume 21,"['Anindya De', 'Philip M. Long', 'Rocco A. Servedio']",2020,79,https://www.jmlr.org/papers/volume21/18-531/18-531.pdf,
"Theory of Curriculum Learning, with Convex Loss Functions",Volume 21,"['Daphna Weinshall', 'Dan Amir']",2020,19,https://www.jmlr.org/papers/volume21/18-751/18-751.pdf,
Geomstats:  A Python Package for Riemannian Geometry in Machine Learning,Volume 21,"['Nina Miolane', 'Nicolas Guigui', 'Alice Le Brigant', 'Johan Mathe', 'Benjamin Hou', 'Yann Thanwerdas', 'Stefan Heyder', 'Olivier Peltre', 'Niklas Koep', 'Hadi Zaatiti', 'Hatem Hajri', 'Yann Cabanes', 'Thomas Gerald', 'Paul Chauchat', 'Christian Shewmake', 'Daniel Brooks', 'Bernhard Kainz', 'Claire Donnat', 'Susan Holmes', 'Xavier Pennec']",2020,9,https://www.jmlr.org/papers/volume21/19-027/19-027.pdf,https://github.com/geomstats/geomstats
Ultra-High Dimensional Single-Index Quantile Regression,Volume 21,"['Yuankun Zhang', 'Heng Lian', 'Yan Yu']",2020,25,https://www.jmlr.org/papers/volume21/19-173/19-173.pdf,
Recovery of a Mixture of Gaussians by Sum-of-Norms Clustering,Volume 21,"['Tao Jiang', 'Stephen Vavasis', 'Chen Wen Zhai']",2020,16,https://www.jmlr.org/papers/volume21/19-218/19-218.pdf,
A Sparse Semismooth Newton Based Proximal Majorization-Minimization Algorithm for Nonconvex Square-Root-Loss Regression Problems,Volume 21,"['Peipei Tang', 'Chengjing Wang', 'Defeng Sun', 'Kim-Chuan Toh']",2020,38,https://www.jmlr.org/papers/volume21/19-247/19-247.pdf,
Significance Tests for Neural Networks,Volume 21,"['Enguerrand Horel', 'Kay Giesecke']",2020,29,https://www.jmlr.org/papers/volume21/19-264/19-264.pdf,
Posterior sampling strategies based on discretized stochastic differential equations for machine learning applications,Volume 21,"['Frederik Heber', 'Å½ofia Trstâ\x80\x99anovÃ¡', 'Benedict Leimkuhler']",2020,33,https://www.jmlr.org/papers/volume21/19-339/19-339.pdf,https://pypi.org/project/tati/
Nonparametric graphical model for counts,Volume 21,"['Arkaprava Roy', 'David B Dunson']",2020,21,https://www.jmlr.org/papers/volume21/19-362/19-362.pdf,https://github.com/royarkaprava/CONGA
Stable Regression: On the Power of Optimization over Randomization,Volume 21,"['Dimitris Bertsimas', 'Ivan Paskov']",2020,25,https://www.jmlr.org/papers/volume21/19-408/19-408.pdf,
Fast Exact Matrix Completion: A Unified Optimization Framework for Matrix Completion,Volume 21,"['Dimitris Bertsimas', 'Michael Lingzhi Li']",2020,43,https://www.jmlr.org/papers/volume21/19-471/19-471.pdf,
Spectral Deconfounding via Perturbed Sparse Linear Models,Volume 21,"['Domagoj Ä\x86evid', 'Peter BÃ¼hlmann', 'Nicolai Meinshausen']",2020,41,https://www.jmlr.org/papers/volume21/19-545/19-545.pdf,
Robust high dimensional learning for Lipschitz and convex losses,Volume 21,"['Chinot Geoffrey', 'LecuÃ© Guillaume', 'Lerasle Matthieu']",2020,47,https://www.jmlr.org/papers/volume21/19-585/19-585.pdf,
Dual Extrapolation for Sparse GLMs,Volume 21,"['Mathurin Massias', 'Samuel Vaiter', 'Alexandre Gramfort', 'Joseph Salmon']",2020,33,https://www.jmlr.org/papers/volume21/19-587/19-587.pdf,https://github.com/mathurinm/celer
Convex Programming for Estimation in Nonlinear Recurrent Models,Volume 21,"['Sohail Bahmani', 'Justin Romberg']",2020,20,https://www.jmlr.org/papers/volume21/19-723/19-723.pdf,
Lower Bounds for Learning Distributions under Communication Constraints via Fisher Information,Volume 21,"['Leighton Pate Barnes', 'Yanjun Han', 'Ayfer Ozgur']",2020,30,https://www.jmlr.org/papers/volume21/19-737/19-737.pdf,
The Error-Feedback framework: SGD with Delayed Gradients,Volume 21,"['Sebastian U. Stich', 'Sai Praneeth Karimireddy']",2020,36,https://www.jmlr.org/papers/volume21/19-748/19-748.pdf,
algcomparison: Comparing the Performance of Graphical Structure Learning Algorithms with TETRAD,Volume 21,"['Joseph D. Ramsey', 'Daniel Malinsky', 'Kevin V. Bui']",2020,6,https://www.jmlr.org/papers/volume21/19-773/19-773.pdf,https://github.com/bd2kccd/causal-compare
Minimal Learning Machine: Theoretical Results and Clustering-Based Reference Point Selection,Volume 21,"['Joonas HÃ¤mÃ¤lÃ¤inen', 'Alisson S. C. Alencar', 'Tommi KÃ¤rkkÃ¤inen', 'CÃ©sar L. C. Mattos', 'Amauri H. Souza JÃºnior', 'JoÃ£o P. P. Gomes']",2020,29,https://www.jmlr.org/papers/volume21/19-786/19-786.pdf,
Risk Bounds for Reservoir Computing,Volume 21,"['Lukas Gonon', 'Lyudmila Grigoryeva', 'Juan-Pablo Ortega']",2020,61,https://www.jmlr.org/papers/volume21/19-902/19-902.pdf,
Efficient Inference for Nonparametric Hawkes Processes Using Auxiliary Latent Variables,Volume 21,"['Feng Zhou', 'Zhidong Li', 'Xuhui Fan', 'Yang Wang', 'Arcot Sowmya', 'Fang Chen']",2020,31,https://www.jmlr.org/papers/volume21/19-930/19-930.pdf,
Fair Data Adaptation with Quantile Preservation,Volume 21,"['Drago PleÄ\x8dko', 'Nicolai Meinshausen']",2020,44,https://www.jmlr.org/papers/volume21/19-966/19-966.pdf,https://github.com/dplecko/fairadapt
Best Practices for Scientific Research on Neural Architecture Search,Volume 21,"['Marius Lindauer', 'Frank Hutter']",2020,18,https://www.jmlr.org/papers/volume21/20-056/20-056.pdf,http://automl.org/nas_checklist.pdf
Rank-based Lasso - efficient methods for high-dimensional robust model selection,Volume 21,"['Wojciech Rejchel', 'MaÅ\x82gorzata Bogdan']",2020,47,https://www.jmlr.org/papers/volume21/20-120/20-120.pdf,
A Group-Theoretic Framework for Data Augmentation,Volume 21,"['Shuxiao Chen', 'Edgar Dobriban', 'Jane H. Lee']",2020,71,https://www.jmlr.org/papers/volume21/20-163/20-163.pdf,https://github.com/dobriban/data_aug
On Efficient Adjustment in Causal Graphs,Volume 21,"['Janine Witte', 'Leonard Henckel', 'Marloes H. Maathuis', 'Vanessa Didelez']",2020,45,https://www.jmlr.org/papers/volume21/20-175/20-175.pdf,
Adaptive Rates for Total Variation Image Denoising,Volume 21,"['Francesco Ortelli', 'Sara van de Geer']",2020,38,https://www.jmlr.org/papers/volume21/20-301/20-301.pdf,https://gitlab.math.ethz.ch/fortelli/adaptive-rates-for-total-variation-image-denoising
Towards the Systematic Reporting of the Energy and Carbon Footprints of Machine Learning,Volume 21,"['Peter Henderson', 'Jieru Hu', 'Joshua Romoff', 'Emma Brunskill', 'Dan Jurafsky', 'Joelle Pineau']",2020,43,https://www.jmlr.org/papers/volume21/20-312/20-312.pdf,https://github.com/Breakend/experiment-impact-tracker
Learning Mixed Latent Tree Models,Volume 21,"['Can Zhou', 'Xiaofei Wang', 'Jianhua Guo']",2020,35,https://www.jmlr.org/papers/volume21/20-365/20-365.pdf,
High-dimensional quantile tensor regression,Volume 21,"['Wenqi Lu', 'Zhongyi Zhu', 'Heng Lian']",2020,31,https://www.jmlr.org/papers/volume21/20-383/20-383.pdf,
Online matrix factorization for Markovian data and applications to Network Dictionary Learning,Volume 21,"['Hanbaek Lyu', 'Deanna Needell', 'Laura Balzano']",2020,49,https://www.jmlr.org/papers/volume21/20-444/20-444.pdf,https://github.com/HanbaekLyu/ONMF_ONTF_NDL
Traces of Class/Cross-Class Structure Pervade Deep Learning Spectra,Volume 21,['Vardan Papyan'],2020,64,https://www.jmlr.org/papers/volume21/20-933/20-933.pdf,
Adaptation Based on Generalized Discrepancy,Volume 20,"['Corinna Cortes', 'Mehryar Mohri', 'AndrÃ©s MuÃ±oz Medina']",2019,30,https://www.jmlr.org/papers/volume20/15-192/15-192.pdf,
Transport Analysis of Infinitely Deep Neural Network,Volume 20,"['Sho Sonoda', 'Noboru Murata']",2019,52,https://www.jmlr.org/papers/volume20/16-243/16-243.pdf,
Parsimonious Online Learning with Kernels via Sparse Projections in Function Space,Volume 20,"['Alec Koppel', 'Garrett Warnell', 'Ethan Stump', 'Alejandro Ribeiro']",2019,44,https://www.jmlr.org/papers/volume20/16-585/16-585.pdf,
Convergence Rate of a Simulated Annealing Algorithm with Noisy Observations,Volume 20,"['ClÃ©ment Bouttier', 'Ioana Gavra']",2019,45,https://www.jmlr.org/papers/volume20/16-588/16-588.pdf,
Non-Convex Projected Gradient Descent for Generalized Low-Rank Tensor Regression,Volume 20,"['Han Chen', 'Garvesh Raskutti', 'Ming Yuan']",2019,37,https://www.jmlr.org/papers/volume20/16-607/16-607.pdf,
scikit-multilearn: A Python library for Multi-Label Classification,Volume 20,"['Piotr SzymaÅ\x84ski', 'Tomasz Kajdanowicz']",2019,22,https://www.jmlr.org/papers/volume20/17-100/17-100.pdf,http://scikit.ml/
